state,county,p1_lcoc,p2_lcoc,p3_lcoc,p4_lcoc,comb_lcoc
GA,Clinch,2.64,0.3,0.28,0.19,0.26555569694884384
GA,Cobb,2.41,0.37,0.34,0.26,0.32784001658464296
GA,Coffee,2.43,0.39,0.34,0.26,0.3294075120497647
GA,Colquitt,2.38,0.35,0.33,0.24,0.3133971915877005
GA,Columbia,2.47,0.35,0.29,0.21,0.28074829342391094
GA,Cook,2.51,0.35,0.31,0.21,0.29228041866121507
GA,Coweta,2.46,0.39,0.31,0.24,0.30555709092222516
GA,Crawford,2.43,0.38,0.31,0.22,0.29745518866090115
GA,Crisp,2.34,0.3,0.25,0.18,0.24299696010894806
GA,Dade,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Dawson,2.45,0.37,0.3,0.22,0.2912535243356791
GA,DeKalb,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Decatur,2.4,0.35,0.31,0.24,0.30228284158158536
GA,Dodge,2.42,0.35,0.3,0.23,0.29320584772454256
GA,Dooly,2.39,0.33,0.25,0.18,0.245487461717027
GA,Dougherty,2.44,0.39,0.3,0.2,0.2854332360668395
GA,Douglas,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Early,2.39,0.35,0.31,0.24,0.3022132123763872
GA,Echols,2.49,0.31,0.3,0.2,0.2800684338739288
GA,Effingham,2.4,0.34,0.3,0.22,0.2887630227276001
GA,Elbert,2.41,0.36,0.3,0.22,0.29026088898752367
GA,Emanuel,2.41,0.35,0.3,0.22,0.289546770460161
GA,Evans,2.39,0.34,0.3,0.22,0.288693393522402
GA,Fannin,2.44,0.37,0.33,0.26,0.3224220999919817
GA,Fayette,2.51,0.39,0.31,0.23,0.30231578888903266
GA,Floyd,2.43,0.35,0.31,0.18,0.2809550408420795
GA,Forsyth,2.44,0.37,0.3,0.22,0.29118389513048093
GA,Franklin,2.39,0.33,0.27,0.2,0.2639199662519053
GA,Fulton,2.51,0.39,0.31,0.22,0.2987263408298493
GA,Gilmer,2.44,0.38,0.37,0.26,0.3456434353523674
GA,Glascock,2.44,0.35,0.32,0.23,0.30459871455145043
GA,Glynn,2.42,0.36,0.31,0.24,0.3031362185193444
GA,Gordon,2.64,0.38,0.31,0.22,0.29891740197006283
GA,Grady,2.57,0.37,0.31,0.21,0.29412643094712954
GA,Greene,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Gwinnett,2.4,0.33,0.28,0.2,0.2696163996653592
GA,Habersham,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Hall,2.4,0.36,0.31,0.22,0.2958180639905813
GA,Hancock,2.41,0.35,0.34,0.25,0.32282233147073414
GA,Haralson,2.43,0.35,0.31,0.18,0.2809550408420795
GA,Harris,2.49,0.4,0.33,0.25,0.32132315354087726
GA,Hart,2.39,0.33,0.27,0.2,0.2639199662519053
GA,Heard,2.49,0.39,0.32,0.23,0.3078033346868921
GA,Henry,2.49,0.33,0.28,0.2,0.27024306251214275
GA,Houston,2.44,0.37,0.26,0.18,0.2543188860607244
GA,Irwin,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Jackson,2.36,0.34,0.3,0.23,0.29207395396599084
GA,Jasper,2.56,0.39,0.32,0.23,0.3082907391232793
GA,Jeff Davis,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Jefferson,2.44,0.35,0.32,0.23,0.30459871455145043
GA,Jenkins,2.41,0.35,0.29,0.21,0.28033051819272187
GA,Johnson,2.47,0.35,0.33,0.25,0.3176133024936674
GA,Jones,2.71,0.41,0.34,0.23,0.3220170226724888
GA,Lamar,2.43,0.36,0.26,0.18,0.25353513832816355
GA,Lanier,2.49,0.31,0.3,0.2,0.2800684338739288
GA,Laurens,2.42,0.35,0.31,0.24,0.30242209999198166
GA,Lee,2.44,0.39,0.3,0.2,0.2854332360668395
GA,Liberty,2.37,0.32,0.28,0.21,0.27228284158158533
GA,Lincoln,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Long,2.37,0.32,0.28,0.21,0.27228284158158533
GA,Lowndes,2.49,0.31,0.3,0.2,0.2800684338739288
GA,Lumpkin,2.45,0.37,0.3,0.22,0.2912535243356791
GA,Macon,2.44,0.37,0.26,0.18,0.2543188860607244
GA,Madison,2.39,0.33,0.27,0.2,0.2639199662519053
GA,Marion,2.46,0.39,0.3,0.22,0.2927513905956027
GA,McDuffie,2.47,0.35,0.29,0.21,0.28074829342391094
GA,McIntosh,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Meriwether,2.46,0.38,0.31,0.24,0.30484297239486247
GA,Miller,2.39,0.35,0.31,0.24,0.3022132123763872
GA,Mitchell,2.44,0.35,0.33,0.23,0.31022551875970616
GA,Monroe,2.44,0.35,0.31,0.21,0.29179301422482784
GA,Montgomery,2.48,0.37,0.32,0.24,0.30989491648615186
GA,Morgan,2.71,0.41,0.34,0.23,0.3220170226724888
GA,Murray,2.45,0.37,0.3,0.22,0.2912535243356791
GA,Muscogee,2.49,0.4,0.33,0.25,0.32132315354087726
GA,Newton,2.78,0.72,0.68,0.61,0.6723524707867836
GA,Oconee,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Oglethorpe,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Paulding,2.43,0.35,0.31,0.18,0.2809550408420795
GA,Peach,2.45,0.4,0.35,0.24,0.32870879707741263
GA,Pickens,2.45,0.37,0.3,0.22,0.2912535243356791
GA,Pierce,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Pike,2.42,0.34,0.26,0.18,0.25203727206823995
GA,Polk,2.43,0.35,0.31,0.18,0.2809550408420795
GA,Pulaski,2.43,0.34,0.27,0.19,0.2613231535408773
GA,Putnam,2.71,0.41,0.34,0.23,0.3220170226724888
GA,Quitman,2.47,0.4,0.32,0.24,0.3119676428630418
GA,Rabun,2.75,0.33,0.3,0.19,0.27971758220462334
GA,Randolph,2.47,0.4,0.32,0.24,0.3119676428630418
GA,Richmond,2.4,0.33,0.28,0.21,0.2732058477245426
GA,Rockdale,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Schley,2.44,0.39,0.31,0.22,0.29823893639346205
GA,Screven,2.39,0.33,0.28,0.2,0.269546770460161
GA,Seminole,2.39,0.35,0.31,0.24,0.3022132123763872
GA,Spalding,2.47,0.35,0.27,0.2,0.26590523694821605
GA,Stephens,2.39,0.33,0.27,0.2,0.2639199662519053
GA,Stewart,2.47,0.4,0.32,0.24,0.3119676428630418
GA,Sumter,2.46,0.39,0.3,0.22,0.2927513905956027
GA,Talbot,2.41,0.35,0.28,0.21,0.27470371398446614
GA,Taliaferro,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Tattnall,2.41,0.35,0.32,0.23,0.3043898269358559
GA,Taylor,2.41,0.35,0.28,0.21,0.27470371398446614
GA,Telfair,2.41,0.33,0.29,0.22,0.2824917291971799
GA,Terrell,2.47,0.4,0.32,0.24,0.3119676428630418
GA,Thomas,2.55,0.34,0.31,0.21,0.2918448169546451
GA,Tift,2.51,0.35,0.31,0.21,0.29228041866121507
GA,Toombs,2.46,0.35,0.3,0.23,0.2934843645453353
GA,Towns,2.44,0.38,0.45,0.3,0.4050156612551469
GA,Treutlen,2.56,0.38,0.33,0.25,0.3203823209225391
GA,Troup,2.49,0.39,0.32,0.23,0.3078033346868921
GA,Turner,2.39,0.33,0.25,0.18,0.245487461717027
GA,Twiggs,2.57,0.39,0.32,0.23,0.30836036832847746
GA,Union,2.44,0.38,0.45,0.3,0.4050156612551469
GA,Upson,2.41,0.35,0.28,0.21,0.27470371398446614
GA,Walker,2.41,0.36,0.31,0.23,0.29947714125496283
GA,Walton,2.44,0.35,0.34,0.22,0.3122628749087785
GA,Ware,2.53,0.33,0.3,0.21,0.2853646358086303
GA,Warren,2.44,0.35,0.32,0.23,0.30459871455145043
GA,Washington,2.41,0.35,0.29,0.21,0.28033051819272187
GA,Wayne,2.42,0.36,0.31,0.24,0.3031362185193444
GA,Webster,2.46,0.39,0.3,0.22,0.2927513905956027
GA,Wheeler,2.39,0.35,0.31,0.24,0.3022132123763872
GA,White,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Whitfield,2.47,0.4,0.28,0.2,0.2751026337932853
GA,Wilcox,2.39,0.33,0.25,0.18,0.245487461717027
GA,Wilkes,2.48,0.41,0.32,0.25,0.31634083865478607
GA,Wilkinson,2.44,0.38,0.34,0.23,0.31799467855005
GA,Worth,2.34,0.31,0.31,0.22,0.2918296961225787
HI,Hawaii,4.12,0.22,0.75,0.59,0.6781855912546273
HI,Honolulu,4.12,0.22,0.68,0.49,0.6029034812050034
HI,Kalawao,4.12,0.22,0.75,0.59,0.6781855912546273
HI,Kauai,4.12,0.22,0.77,0.65,0.7109758880262391
HI,Maui,4.12,0.22,0.75,0.59,0.6781855912546273
IA,Adair,2.37,0.33,0.28,0.21,0.27299696010894803
IA,Adams,2.37,0.33,0.29,0.22,0.2822132123763872
IA,Allamakee,2.46,0.35,0.31,0.24,0.3027006168127744
IA,Appanoose,2.4,0.33,0.29,0.22,0.28242209999198176
IA,Audubon,2.31,0.3,0.26,0.19,0.25200432476079265
IA,Benton,2.4,0.33,0.29,0.21,0.2788326519327983
IA,Black Hawk,2.37,0.32,0.28,0.2,0.26869339352240196
IA,Boone,2.39,0.33,0.28,0.2,0.269546770460161
IA,Bremer,2.36,0.33,0.29,0.22,0.28214358317118904
IA,Buchanan,2.37,0.33,0.29,0.21,0.2786237643172038
IA,Buena Vista,2.4,0.32,0.26,0.19,0.2540592246623016
IA,Butler,2.37,0.32,0.28,0.2,0.26869339352240196
IA,Calhoun,2.39,0.34,0.31,0.2,0.2871413016122909
IA,Carroll,2.36,0.32,0.27,0.2,0.2629969601089481
IA,Cass,2.32,0.31,0.25,0.18,0.2435718202259144
IA,Cedar,2.41,0.36,0.32,0.23,0.3051039454632186
IA,Cerro Gordo,2.42,0.33,0.28,0.21,0.2733451061349389
IA,Cherokee,2.4,0.32,0.26,0.19,0.2540592246623016
IA,Chickasaw,2.36,0.33,0.29,0.23,0.2857330312303724
IA,Clarke,2.4,0.33,0.29,0.22,0.28242209999198176
IA,Clay,2.41,0.32,0.27,0.2,0.26334510613493894
IA,Clayton,2.37,0.33,0.29,0.22,0.2822132123763872
IA,Clinton,2.4,0.34,0.29,0.22,0.28313621851934445
IA,Crawford,2.35,0.32,0.26,0.2,0.25730052669549414
IA,Dallas,2.37,0.33,0.27,0.18,0.25660181172314217
IA,Davis,3.16,0.4,0.32,0.23,0.31318260996253244
IA,Decatur,2.4,0.33,0.28,0.21,0.2732058477245426
IA,Delaware,2.38,0.34,0.3,0.23,0.2922132123763872
IA,Des Moines,2.42,0.35,0.3,0.23,0.29320584772454256
IA,Dickinson,2.4,0.33,0.28,0.21,0.2732058477245426
IA,Dubuque,2.4,0.35,0.33,0.26,0.3207153461164636
IA,Emmet,2.41,0.33,0.28,0.21,0.27327547692974075
IA,Fayette,2.4,0.33,0.3,0.23,0.29163835225942086
IA,Floyd,2.44,0.33,0.29,0.22,0.28270061681277436
IA,Franklin,2.42,0.33,0.28,0.2,0.2697556580757555
IA,Fremont,2.46,0.38,0.31,0.22,0.2976640762764957
IA,Greene,2.4,0.33,0.29,0.2,0.27524320387361495
IA,Grundy,2.39,0.33,0.28,0.2,0.269546770460161
IA,Guthrie,2.37,0.31,0.27,0.2,0.26235247078678353
IA,Hamilton,2.4,0.34,0.29,0.22,0.28313621851934445
IA,Hancock,2.41,0.34,0.29,0.22,0.2832058477245426
IA,Hardin,2.42,0.33,0.28,0.2,0.2697556580757555
IA,Harrison,2.36,0.32,0.27,0.2,0.2629969601089481
IA,Henry,2.95,0.4,0.33,0.23,0.3173472008616265
IA,Howard,2.49,0.36,0.31,0.24,0.30362362295573164
IA,Humboldt,2.38,0.34,0.3,0.22,0.2886237643172038
IA,Ida,2.39,0.32,0.26,0.19,0.2539895954571034
IA,Iowa,2.45,0.37,0.32,0.22,0.3025071327521906
IA,Jackson,2.4,0.34,0.3,0.23,0.29235247078678356
IA,Jasper,2.37,0.33,0.27,0.18,0.25660181172314217
IA,Jefferson,3.16,0.4,0.32,0.23,0.31318260996253244
IA,Johnson,2.41,0.34,0.29,0.21,0.27961639966535917
IA,Jones,2.41,0.36,0.31,0.22,0.29588769319577946
IA,Keokuk,3.16,0.4,0.32,0.23,0.31318260996253244
IA,Kossuth,2.38,0.33,0.28,0.21,0.27306658931414624
IA,Lee,3.44,0.43,0.36,0.24,0.3433712481823757
IA,Linn,2.41,0.34,0.29,0.21,0.27961639966535917
IA,Louisa,2.42,0.35,0.3,0.23,0.29320584772454256
IA,Lucas,2.4,0.33,0.29,0.22,0.28242209999198176
IA,Lyon,2.36,0.32,0.27,0.2,0.2629969601089481
IA,Madison,2.34,0.3,0.24,0.17,0.23378070784150895
IA,Mahaska,2.4,0.33,0.29,0.22,0.28242209999198176
IA,Marion,2.4,0.33,0.29,0.22,0.28242209999198176
IA,Marshall,3.53,0.4,0.31,0.22,0.3065426382874257
IA,Mills,2.46,0.38,0.31,0.22,0.2976640762764957
IA,Mitchell,2.44,0.35,0.3,0.23,0.2933451061349389
IA,Monona,2.34,0.32,0.26,0.19,0.25364144943111255
IA,Monroe,2.37,0.33,0.27,0.18,0.25660181172314217
IA,Montgomery,2.37,0.33,0.28,0.21,0.27299696010894803
IA,Muscatine,2.38,0.34,0.3,0.22,0.2886237643172038
IA,O'Brien,2.43,0.33,0.28,0.21,0.2734147353401371
IA,Osceola,2.4,0.32,0.28,0.21,0.2724917291971799
IA,Page,2.36,0.36,0.31,0.24,0.30271844328815534
IA,Palo Alto,2.38,0.32,0.26,0.19,0.25391996625190527
IA,Plymouth,2.39,0.32,0.27,0.2,0.2632058477245426
IA,Pocahontas,2.4,0.33,0.29,0.2,0.27524320387361495
IA,Polk,2.4,0.33,0.29,0.2,0.27524320387361495
IA,Pottawattamie,2.41,0.34,0.29,0.23,0.286795295783726
IA,Poweshiek,2.37,0.34,0.29,0.22,0.2829273309037499
IA,Ringgold,2.4,0.35,0.3,0.23,0.29306658931414625
IA,Sac,2.38,0.32,0.26,0.19,0.25391996625190527
IA,Scott,2.37,0.34,0.3,0.22,0.2885541351120056
IA,Shelby,2.41,0.33,0.28,0.19,0.266096580811374
IA,Sioux,2.42,0.33,0.29,0.22,0.28256135840237806
IA,Story,2.4,0.35,0.3,0.21,0.28588769319577945
IA,Tama,2.4,0.33,0.29,0.22,0.28242209999198176
IA,Taylor,2.36,0.33,0.29,0.22,0.28214358317118904
IA,Union,2.4,0.33,0.29,0.22,0.28242209999198176
IA,Van Buren,2.41,0.37,0.33,0.24,0.3150343162580204
IA,Wapello,3.16,0.4,0.32,0.23,0.31318260996253244
IA,Warren,2.4,0.34,0.29,0.22,0.28313621851934445
IA,Washington,2.42,0.35,0.3,0.23,0.29320584772454256
IA,Wayne,2.4,0.33,0.28,0.21,0.2732058477245426
IA,Webster,2.39,0.33,0.29,0.21,0.2787630227276001
IA,Winnebago,2.41,0.35,0.3,0.23,0.2931362185193444
IA,Winneshiek,2.46,0.35,0.31,0.24,0.3027006168127744
IA,Woodbury,2.38,0.33,0.28,0.21,0.27306658931414624
IA,Worth,2.49,0.36,0.31,0.23,0.3000341748965482
IA,Wright,2.4,0.33,0.28,0.2,0.2696163996653592
ID,Ada,2.28,0.28,0.24,0.17,0.23193469555559448
ID,Adams,2.28,0.28,0.24,0.17,0.23193469555559448
ID,Bannock,2.33,0.3,0.22,0.15,0.2152785741014325
ID,Bear Lake,2.38,0.33,0.21,0.12,0.20137392732370554
ID,Benewah,2.38,0.3,0.3,0.21,0.2821778421485696
ID,Bingham,2.33,0.3,0.22,0.15,0.2152785741014325
ID,Blaine,2.33,0.28,0.24,0.17,0.23228284158158535
ID,Boise,2.28,0.28,0.24,0.17,0.23193469555559448
ID,Bonner,2.88,0.36,0.32,0.22,0.3047870700483494
ID,Bonneville,2.69,0.34,0.25,0.16,0.24111156028196815
ID,Boundary,2.86,0.35,0.29,0.2,0.2798743843674563
ID,Butte,2.36,0.31,0.23,0.15,0.22182838445264547
ID,Camas,2.28,0.28,0.24,0.17,0.23193469555559448
ID,Canyon,2.28,0.28,0.24,0.17,0.23193469555559448
ID,Caribou,2.38,0.33,0.21,0.12,0.20137392732370554
ID,Cassia,2.34,0.29,0.25,0.18,0.24228284158158536
ID,Clark,2.65,0.33,0.27,0.17,0.25496198140950765
ID,Clearwater,2.38,0.3,0.3,0.2,0.27858839408938624
ID,Custer,2.38,0.29,0.24,0.17,0.23334510613493892
ID,Elmore,2.28,0.28,0.24,0.17,0.23193469555559448
ID,Franklin,2.38,0.33,0.21,0.12,0.20137392732370554
ID,Fremont,2.78,0.35,0.27,0.17,0.2572953981318093
ID,Gem,2.28,0.28,0.24,0.17,0.23193469555559448
ID,Gooding,2.28,0.28,0.24,0.17,0.23193469555559448
ID,Idaho,2.38,0.3,0.26,0.19,0.2524917291971799
ID,Jefferson,2.78,0.35,0.27,0.17,0.2572953981318093
ID,Jerome,2.28,0.28,0.24,0.17,0.23193469555559448
ID,Kootenai,2.88,0.36,0.32,0.22,0.3047870700483494
ID,Latah,2.38,0.3,0.3,0.2,0.27858839408938624
ID,Lemhi,2.35,0.28,0.23,0.17,0.22679529578372598
ID,Lewis,2.38,0.3,0.3,0.2,0.27858839408938624
ID,Lincoln,2.28,0.28,0.24,0.17,0.23193469555559448
ID,Madison,2.78,0.35,0.27,0.17,0.2572953981318093
ID,Minidoka,2.34,0.29,0.25,0.18,0.24228284158158536
ID,Nez Perce,2.38,0.3,0.3,0.2,0.27858839408938624
ID,Oneida,2.35,0.32,0.24,0.17,0.2352785741014325
ID,Owyhee,2.31,0.3,0.26,0.18,0.24841487670160928
ID,Payette,2.28,0.28,0.24,0.17,0.23193469555559448
ID,Power,2.35,0.32,0.24,0.17,0.2352785741014325
ID,Shoshone,2.38,0.3,0.3,0.2,0.27858839408938624
ID,Teton,2.78,0.35,0.27,0.17,0.2572953981318093
ID,Twin Falls,2.28,0.28,0.24,0.17,0.23193469555559448
ID,Valley,2.28,0.28,0.24,0.17,0.23193469555559448
ID,Washington,2.31,0.28,0.23,0.15,0.2193378828445665
IL,Adams,2.46,0.36,0.28,0.19,0.26858708241945295
IL,Alexander,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Bond,2.38,0.31,0.25,0.2,0.2511684915754702
IL,Boone,2.34,0.3,0.25,0.18,0.24299696010894806
IL,Brown,2.47,0.35,0.29,0.18,0.26997994924636076
IL,Bureau,2.34,0.25,0.2,0.13,0.19334510613493894
IL,Calhoun,2.46,0.3,0.24,0.15,0.22743736218552024
IL,Carroll,2.37,0.31,0.21,0.14,0.20705495718214875
IL,Cass,2.46,0.3,0.24,0.15,0.22743736218552024
IL,Champaign,2.37,0.3,0.25,0.18,0.24320584772454257
IL,Christian,2.52,0.38,0.3,0.22,0.29245504729942906
IL,Clark,2.37,0.31,0.27,0.2,0.26235247078678353
IL,Clay,2.4,0.35,0.29,0.23,0.2874397851058905
IL,Clinton,2.37,0.32,0.26,0.2,0.2574397851058905
IL,Coles,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Cook,2.31,0.25,0.21,0.14,0.20235247078678353
IL,Crawford,2.38,0.29,0.24,0.17,0.23334510613493892
IL,Cumberland,2.4,0.34,0.29,0.23,0.2867256665785278
IL,DeKalb,2.31,0.25,0.21,0.14,0.20235247078678353
IL,DeWitt,2.39,0.29,0.24,0.17,0.23341473534013712
IL,Douglas,2.36,0.25,0.19,0.12,0.18426811227789613
IL,DuPage,2.3,0.25,0.21,0.14,0.20228284158158535
IL,Edgar,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Edwards,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Effingham,2.4,0.34,0.29,0.23,0.2867256665785278
IL,Fayette,2.45,0.34,0.29,0.22,0.2834843645453353
IL,Ford,2.34,0.25,0.2,0.13,0.19334510613493894
IL,Franklin,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Fulton,2.36,0.3,0.25,0.18,0.24313621851934442
IL,Gallatin,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Greene,2.4,0.34,0.29,0.2,0.27595732240097764
IL,Grundy,2.31,0.25,0.21,0.14,0.20235247078678353
IL,Hamilton,2.4,0.39,0.35,0.28,0.3420043247607927
IL,Hancock,2.41,0.36,0.3,0.23,0.2938503370467071
IL,Hardin,2.36,0.3,0.24,0.17,0.23391996625190528
IL,Henderson,2.36,0.35,0.28,0.21,0.27435556795847527
IL,Henry,2.36,0.32,0.24,0.14,0.22457985912908052
IL,Iroquois,2.4,0.31,0.25,0.18,0.24412885386749977
IL,Jackson,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Jasper,2.4,0.34,0.29,0.22,0.28313621851934445
IL,Jefferson,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Jersey,2.4,0.33,0.28,0.18,0.2624375035469924
IL,Jo Daviess,2.31,0.28,0.23,0.16,0.2229273309037499
IL,Johnson,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Kane,3.23,0.49,0.39,0.26,0.3702530547805243
IL,Kankakee,2.31,0.25,0.21,0.14,0.20235247078678353
IL,Kendall,2.34,0.25,0.2,0.13,0.19334510613493894
IL,Knox,2.36,0.3,0.25,0.18,0.24313621851934442
IL,LaSalle,2.34,0.28,0.24,0.17,0.23235247078678356
IL,Lake,2.31,0.25,0.21,0.14,0.20235247078678353
IL,Lawrence,2.38,0.29,0.24,0.17,0.23334510613493892
IL,Lee,2.31,0.25,0.3,0.19,0.27094094895700216
IL,Livingston,2.34,0.25,0.2,0.13,0.19334510613493894
IL,Logan,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Macon,2.44,0.31,0.26,0.19,0.2536236229557316
IL,Macoupin,2.55,0.35,0.29,0.21,0.2813053270654963
IL,Madison,2.4,0.33,0.27,0.21,0.26757904351628686
IL,Marion,2.45,0.34,0.24,0.22,0.2553503435040566
IL,Marshall,2.34,0.25,0.2,0.13,0.19334510613493894
IL,Mason,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Massac,2.34,0.28,0.23,0.16,0.22313621851934443
IL,McDonough,2.36,0.35,0.28,0.21,0.27435556795847527
IL,McHenry,2.34,0.3,0.25,0.18,0.24299696010894806
IL,McLean,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Menard,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Mercer,2.35,0.28,0.22,0.13,0.2068106993387367
IL,Monroe,2.4,0.36,0.25,0.18,0.2476994465043133
IL,Montgomery,2.52,0.38,0.29,0.22,0.2868282430911733
IL,Morgan,2.55,0.35,0.29,0.18,0.27053698288794614
IL,Moultrie,2.38,0.33,0.23,0.15,0.22339587991776721
IL,Ogle,2.31,0.25,0.3,0.19,0.27094094895700216
IL,Peoria,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Perry,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Piatt,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Pike,2.47,0.35,0.29,0.18,0.26997994924636076
IL,Pope,2.36,0.3,0.24,0.17,0.23391996625190528
IL,Pulaski,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Putnam,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Randolph,2.4,0.33,0.24,0.17,0.23634083865478606
IL,Richland,2.38,0.29,0.24,0.17,0.23334510613493892
IL,Rock Island,2.34,0.32,0.24,0.14,0.22444060071868416
IL,Saline,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Sangamon,2.45,0.37,0.31,0.23,0.30046977660311824
IL,Schuyler,2.36,0.35,0.31,0.25,0.305593772819976
IL,Scott,2.46,0.3,0.24,0.15,0.22743736218552024
IL,Shelby,2.46,0.36,0.29,0.24,0.2921611269236256
IL,St Clair,2.41,0.33,0.26,0.19,0.25484297239486253
IL,Stark,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Stephenson,2.31,0.28,0.25,0.18,0.24135983543862816
IL,Tazewell,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Union,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Vermilion,2.4,0.31,0.25,0.18,0.24412885386749977
IL,Wabash,2.38,0.32,0.28,0.21,0.27235247078678354
IL,Warren,2.36,0.3,0.25,0.18,0.24313621851934442
IL,Washington,2.41,0.3,0.24,0.17,0.23426811227789615
IL,Wayne,2.39,0.31,0.26,0.19,0.25327547692974073
IL,White,2.37,0.31,0.25,0.16,0.23674107013353848
IL,Whiteside,2.4,0.36,0.26,0.19,0.2569156987717524
IL,Will,2.3,0.24,0.2,0.13,0.19235247078678352
IL,Williamson,2.36,0.25,0.19,0.12,0.18426811227789613
IL,Winnebago,2.34,0.3,0.25,0.18,0.24299696010894806
IL,Woodford,2.34,0.25,0.2,0.13,0.19334510613493894
IN,Adams,2.4,0.33,0.28,0.2,0.2696163996653592
IN,Allen,2.41,0.34,0.28,0.21,0.27398959545710344
IN,Bartholomew,2.44,0.35,0.3,0.23,0.2933451061349389
IN,Benton,2.52,0.36,0.38,0.26,0.35039903614748313
IN,Blackford,2.38,0.31,0.27,0.19,0.25883265193279836
IN,Boone,2.41,0.35,0.27,0.2,0.26548746171702703
IN,Brown,2.44,0.35,0.35,0.25,0.3286580232945844
IN,Carroll,2.52,0.35,0.38,0.26,0.34968491762012044
IN,Cass,2.41,0.35,0.31,0.23,0.29876302272760014
IN,Clark,2.43,0.35,0.29,0.22,0.2840592246623016
IN,Clay,2.43,0.36,0.39,0.26,0.35539917750895533
IN,Clinton,2.46,0.35,0.3,0.21,0.28630546842696847
IN,Crawford,2.42,0.35,0.29,0.22,0.28398959545710345
IN,Daviess,2.35,0.32,0.25,0.16,0.23731593025050482
IN,DeKalb,2.48,0.39,0.33,0.24,0.31694995774913304
IN,Dearborn,2.42,0.35,0.27,0.21,0.2691465389814086
IN,Decatur,2.44,0.36,0.3,0.23,0.2940592246623016
IN,Delaware,2.41,0.34,0.27,0.19,0.2611838951304809
IN,Dubois,2.41,0.32,0.29,0.21,0.2781881626106338
IN,Elkhart,2.39,0.32,0.34,0.26,0.3241301655374331
IN,Fayette,2.44,0.35,0.34,0.23,0.3158523229679619
IN,Floyd,2.42,0.35,0.29,0.22,0.28398959545710345
IN,Fountain,2.41,0.35,0.23,0.16,0.22862245264727052
IN,Franklin,2.44,0.35,0.32,0.22,0.301009266492267
IN,Fulton,2.42,0.36,0.37,0.26,0.3440759398872456
IN,Gibson,2.72,0.38,0.34,0.25,0.32712319241396565
IN,Grant,2.39,0.34,0.27,0.2,0.264634084779268
IN,Greene,2.4,0.36,0.3,0.23,0.29378070784150895
IN,Hamilton,2.37,0.32,0.27,0.19,0.25947714125496285
IN,Hancock,2.43,0.35,0.39,0.24,0.34750616286322583
IN,Harrison,2.42,0.35,0.29,0.22,0.28398959545710345
IN,Hendricks,2.39,0.35,0.3,0.23,0.29299696010894805
IN,Henry,2.34,0.32,0.27,0.2,0.2628577016985517
IN,Howard,2.41,0.35,0.32,0.22,0.30080037887667255
IN,Huntington,2.4,0.36,0.29,0.22,0.28456445557406984
IN,Jackson,2.43,0.35,0.3,0.23,0.29327547692974076
IN,Jasper,2.53,0.35,0.38,0.26,0.3497545468253186
IN,Jay,2.38,0.31,0.27,0.19,0.25883265193279836
IN,Jefferson,2.44,0.35,0.3,0.23,0.2933451061349389
IN,Jennings,2.45,0.35,0.3,0.23,0.2934147353401371
IN,Johnson,2.44,0.35,0.39,0.24,0.347575792068424
IN,Knox,2.41,0.36,0.3,0.23,0.2938503370467071
IN,Kosciusko,2.42,0.36,0.32,0.24,0.30876302272760014
IN,LaPorte,2.42,0.35,0.31,0.24,0.30242209999198166
IN,Lagrange,2.43,0.36,0.34,0.25,0.3236757084084932
