state,county,p2_lvl_cost_per_kwh
ID,Lewis,0.0655167748257559
ID,Lincoln,0.047932
ID,Madison,0.11305517389122999
ID,Minidoka,0.0640878498838372
ID,Nez Perce,0.0655167748257559
ID,Oneida,0.0823389249419186
ID,Owyhee,0.0651354624709593
ID,Payette,0.047932
ID,Power,0.0823389249419186
ID,Shoshone,0.0655167748257559
ID,Teton,0.11305517389122999
ID,Twin Falls,0.047932
ID,Valley,0.047932
ID,Washington,0.0489859229493089
IL,Adams,0.1147523518431631
IL,Alexander,0.027202346175683
IL,Bond,0.080222909208016
IL,Boone,0.06491700636721745
IL,Brown,0.1125706256895147
IL,Bureau,0.028468641681037903
IL,Calhoun,0.06988648593259886
IL,Carroll,0.07269580274313105
IL,Cass,0.06988648593259886
IL,Champaign,0.06565631293557621
IL,Christian,0.1318624096979768
IL,Clark,0.0755109474716732
IL,Clay,0.10545053385595815
IL,Clinton,0.0828560815234209
IL,Coles,0.027202346175683
IL,Cook,0.0297349371863928
IL,Crawford,0.06370907439808075
IL,Cumberland,0.1002158026204785
IL,DeKalb,0.0297349371863928
IL,DeWitt,0.0619694461380577
IL,Douglas,0.027202346175683
IL,DuPage,0.0297349371863928
IL,Edgar,0.027202346175683
IL,Edwards,0.027202346175683
IL,Effingham,0.1002158026204785
IL,Fayette,0.1015917120121487
IL,Ford,0.028468641681037903
IL,Franklin,0.027202346175683
IL,Fulton,0.0691861730878415
IL,Gallatin,0.027202346175683
IL,Greene,0.1043548670876222
IL,Grundy,0.0297349371863928
IL,Hamilton,0.1397694624709593
IL,Hancock,0.11405203899840576
IL,Hardin,0.06491700636721745
IL,Henderson,0.11117
IL,Henry,0.0838806905487957
IL,Iroquois,0.07259650674781536
IL,Jackson,0.027202346175683
IL,Jasper,0.0996185474963985
IL,Jefferson,0.027202346175683
IL,Jersey,0.0961391084857297
IL,Jo Daviess,0.0553762881107062
IL,Johnson,0.027202346175683
IL,Kane,0.2272172225816441
IL,Kankakee,0.0297349371863928
IL,Kendall,0.028468641681037903
IL,Knox,0.0691861730878415
IL,LaSalle,0.04988134913622455
IL,Lake,0.0297349371863928
IL,Lawrence,0.06370907439808075
IL,Lee,0.0297349371863928
IL,Livingston,0.028468641681037903
IL,Logan,0.027202346175683
IL,Macon,0.0795323779368299
IL,Macoupin,0.1125706256895147
IL,Madison,0.0961391084857297
IL,Marion,0.1015917120121487
IL,Marshall,0.028468641681037903
IL,Mason,0.027202346175683
IL,Massac,0.0532905727418369
IL,McDonough,0.11117
IL,McHenry,0.06491700636721745
IL,McLean,0.027202346175683
IL,Menard,0.027202346175683
IL,Mercer,0.05554151836223935
IL,Monroe,0.1140383874128779
IL,Montgomery,0.1318624096979768
IL,Morgan,0.1125706256895147
IL,Moultrie,0.0919626366648013
IL,Ogle,0.0297349371863928
IL,Peoria,0.027202346175683
IL,Perry,0.027202346175683
IL,Piatt,0.027202346175683
IL,Pike,0.1125706256895147
IL,Pope,0.06491700636721745
IL,Pulaski,0.027202346175683
IL,Putnam,0.027202346175683
IL,Randolph,0.0939946247095931
IL,Richland,0.06370907439808075
IL,Rock Island,0.0838806905487957
IL,Saline,0.027202346175683
IL,Sangamon,0.1250006673199477
IL,Schuyler,0.11117
IL,Scott,0.06988648593259886
IL,Shelby,0.11603910615922765
IL,St Clair,0.0900011076284607
IL,Stark,0.027202346175683
IL,Stephenson,0.0553762881107062
IL,Tazewell,0.027202346175683
IL,Union,0.027202346175683
IL,Vermilion,0.07259650674781536
IL,Wabash,0.0878052308438032
IL,Warren,0.0691861730878415
IL,Washington,0.06439702909391586
IL,Wayne,0.07889301510447726
IL,White,0.0742871414973838
IL,Whiteside,0.1151902497858451
IL,Will,0.0223993548428233
IL,Williamson,0.027202346175683
IL,Winnebago,0.06491700636721745
IL,Woodford,0.028468641681037903
IN,Adams,0.0915612048489884
IN,Allen,0.10284425860189245
IN,Bartholomew,0.1091456065265359
IN,Benton,0.1179906673199477
IN,Blackford,0.0803929743992836
IN,Boone,0.1124948719334468
IN,Brown,0.11165113468698684
IN,Carroll,0.1133345496515117
IN,Cass,0.1083027161394874
IN,Clark,0.10931826417316715
IN,Clay,0.1164082691813988
IN,Clinton,0.1117916682998693
